,TBH01JUN05_R1,TBH01JUN05_R2,TBH22JUN05_R1,TBH22JUN05_R2,TBH29JUN05_R1,TBH29JUN05_R2,TBH13JUL05_R1,TBH13JUL05_R2,TBH27JUL05_R1,TBH27JUL05_R2,TBH11AUG05_R1,TBH11AUG05_R2,TBH23OCT08,TBH20SEP08,TBH22MAY08,TBH9AUG07,TBH29MAY08,TBH3JUN09,TBH13JUL09,TBH21JUL09,TBH27JUL09,TBH18AUG09,TBH3AUG09,TBH11AUG09,TBH23JUN09,TBH29JUN09,TBH7JUL09,TBH13JUN07,TBH31JUL07,TBH20AUG07,TBH10SEP07,TBH7JUN07,TBH12JUL07,TBH25JUL07,TBH27JUN07,TBH2JUL07,TBH4OCT08,TBH13JUN08,TBH29MAY09,TBH17SEP07,TBH8JUL08,TBH1JUL08,TBH27AUG07,TBH5AUG08,TBH12AUG08,TBH1OCT07,TBH29JUL08,TBH28MAY07,TBH5NOV07,TBH16OCT07,TBH15JUL08,TBH25AUG08,TBH22JUL08,TBH19AUG08,TBH14NOV07,TBH9SEP08,TBH15JUN09
TH00111|TBL_comb47_HYPODRAFT_10000043,17.4384336751233,17.7576318606139,29.657058260296,31.1560174102406,93.5384039572721,90.6094365813937,113.488425841215,114.574956691179,169.941625736086,172.744172681769,104.661716883876,99.4317936036735,44.7088779820052,13.7944050481804,5.13575879202766,30.8734135333608,23.6156172345699,42.6152687203743,45.6660819986159,9.08085435446627,56.0952544941626,24.4644059630274,38.4779770092227,62.1893839722659,75.5828133931351,29.2158837628308,81.6909477041872,0.461408446916173,26.7296148090585,26.4227636811204,34.3174618341913,3.11608236876346,5.40329032558892,40.2123192699971,25.5673610484087,9.55947488850932,39.8356925808237,14.1940435795341,1.22866723497218,30.4987744328387,11.9809885619001,112.806605892003,9.99783775608887,99.462846854222,40.3336590872638,49.3965197603366,46.7581785555082,0.198649370244032,4.10239906327221,20.5034103446361,53.5893727507908,20.6241308054343,114.628064875304,29.9600298355531,0.43823675416924,33.6181643832117,35.7594500609758
TH00238|TBL_comb47_HYPODRAFT_10000817,0.10240358473953,0.0391526725853865,0.0532537925341663,0.143111537398038,0.0437421289290138,0.0422612678579361,0.116079326145963,0.0694301337693221,0.0806519711587168,0.028259588205004,0.0238500350772819,0.00323607421725345,0.807161981957136,0.475538124211487,1.41436632719922,0.0534235976645867,0.861896673249288,0.228936208277169,0.199925712950922,0.162863103602037,0.123561846719276,0.233652994130969,0.0366022933083641,0.106893378275744,0.208494404135576,0.153092727432985,0.00904959367865896,0.0700022693225642,0.15349071241914,0.133155601390342,0.166965468372985,0.103482465141646,0.248241498509713,0.247045634167602,0.204729047580744,0.206683762768802,0.71276731655701,0.319018320491488,0.000986537599931114,0.218677360899113,0.55087775551435,0.803894244169148,0.0750884232820385,0.683669717513634,0.453841427312915,0.013322520794039,0.867227618936595,0.0330899384130012,0.143195688180038,0.148964622511239,2.87766038368424,0.857458166146528,1.12599642985326,0.505797087715605,1.1705727252501,1.5140986376247,0.0876384825968589
TH00254|TBL_comb47_HYPODRAFT_10000204,7.98836977619256,8.10329091754378,11.8911628978681,11.2077453892744,6.7898423047447,6.35383722022407,13.6067125159134,13.6365712206996,4.77383685688066,4.04611015015423,15.3892137389542,15.0705553792298,1.16525445899072,0.423754699264824,1.5837218216538,3.13364555860142,0.793123179808503,7.62659064308428,15.2666117504461,5.3104614598487,13.1304481752369,12.1591348860388,9.55179385696388,1.74806092861612,13.7891882550272,9.05621615758726,10.6663573998462,0.879079706228543,5.67383831134632,4.68641727989598,4.36250945825511,1.72708353524889,2.99234846059233,4.65894603189278,2.99173897171268,4.31110443679996,2.51883384314809,0.763182956717387,0.16846755340919,2.89098093495867,1.27029243620862,3.03948473712434,1.89724870073104,1.83295050583703,1.46505324222885,2.96867732037441,1.13667781744272,0.115693995946602,3.08344796680045,1.5144254546065,2.6973857860558,1.39104521205676,3.43162337352984,1.20234868544241,0.0863002683591553,1.31526756670525,7.03950118691947
TH00297|TBL_comb47_HYPODRAFT_10002580,0.250611240227658,0.221718139683739,0.0821242214224419,0.083763509433738,0.155610388263991,0.138125713619921,0.148797614640112,0.120471768864739,0.100030843120213,0.106618634567098,0.109873877534949,0.107153845830285,0.204923789900264,0.133734665536411,0.600829790350999,0.105133531373326,0.618692156190463,4.61786559855158,2.26104410299436,0.712184291248462,1.45285465417445,1.72642458873456,1.26080056913847,0.41897018444966,2.96048570589703,2.270465248763,1.70419154966255,0.11606662743766,0.098239289989621,0.130638090854507,0.0570427847740665,0.165580197864785,0.235629243340021,0.12901366640441,0.168817300425635,0.202290227464193,0.237358924267337,0.279154755073625,2.04400691654999,0.0503370164753094,0.391072954526455,0.80084864475448,0.057647391314094,0.374205399549686,0.18274650446346,0.0344425025129718,0.237166141167971,0.0768802829003639,0.0622553609874167,0.0407495756773114,0.975711579966543,0.360712090704908,0.629593258699834,0.240614557815237,0.0832535356425034,0.332125282576789,2.15712074121195
TH00312|TBL_comb47_HYPODRAFT_10000207,2.34455514177322,2.13851628334999,0.709190651636124,0.402304426905632,0.594769582025528,0.453148702890396,0.421658201639175,0.449374013081551,0.642188893145561,0.404079675128937,0.348873283097267,0.567212410616875,7.11136140234947,11.7278724704742,94.7180701800346,5.30372886262894,39.9571973949432,33.8374814439774,31.8428986049652,14.153613158226,33.1761589992523,95.6612058750153,24.2251742497444,12.9349310256004,26.9094440966606,34.9747485625267,15.6654115469933,8.00904501333237,6.90169763512611,7.24100031839371,2.11757510812759,5.71513524032593,6.27731156973839,6.28692161268234,7.02059559545517,5.37688535819054,20.5520245265961,1.90732874369621,11.8130577144623,3.52751851740837,6.11131490475655,4.93050303426743,19.0202637029648,4.18701909617424,7.19693982536316,1.62879016892815,4.27392636441231,6.47272964504242,6.12585960053444,5.89424099574089,12.0711153579712,19.0188471710205,5.3048612232399,7.34231593618393,0.94124191677475,12.5310668907166,19.8784163439751
TH00341|TBL_comb47_HYPODRAFT_10003313,0.111040591493241,0.0198098919698964,0.0292123801640025,0.0750063195884744,0.0626724782666543,0.126395474526885,0.035757511320939,0.0226002713483373,0.0343811514132311,3.03098811683648e-07,0.0602846201415797,0.023927123132063,0.57365360871426,0.235475144371117,1.70436772414336,0.050346760833612,1.61779749630222,0.198676403583608,0.072282952328003,0.122488330295698,0.128106238609302,0.230269223987727,0.0794249242852738,0.0567408186130339,0.182405774276763,0.221976837727023,0.0102261223149167,0.191299333099698,0.16660930289819,0.130117137126734,0.0898104640919853,0.12066162797082,0.0869543522765643,0.172109255085111,0.123662899862579,0.1315916135802,0.744262594315538,0.351267927870936,0.00866304586149142,0.0275870593318853,0.907272296355153,1.07555079591332,0.116715935880257,0.61354735506299,0.487979682582173,0.017445532557754,0.691947146693041,0.0881888284480931,0.245996742231711,0.0691192577345045,2.79658730720749,0.908808943623038,1.32062072559834,0.746349710406934,1.84020574286906,0.999329777608325,0.0140990469564004
TH00350|TBL_comb47_HYPODRAFT_10003561,15.1181010517282,15.6606453047283,10.3013054082504,11.219295329209,10.7116847818109,11.0928929472552,10.5093790665161,10.3572388019425,9.7243219319114,9.44702899670301,7.38896861396508,6.95536277490535,4.96385484728047,0.661352573050649,10.7067527005354,6.36755382835996,1.06380078343979,31.3931794154833,18.9444689902267,6.51886811568447,11.0394962645495,5.81692196737126,5.21674168899138,2.13532094846933,21.2587540423991,17.6177776528567,28.1661054345802,5.88987839761089,17.1880117525685,6.44445241317272,7.46072008638807,4.45088630588448,31.3955788475752,26.3465767353404,29.1638582957275,25.6821828760653,3.42192515990676,2.31461459471808,24.8608880617477,4.70816091451296,1.22633596725282,14.9996009779259,0.798244269035453,9.02465455717997,3.80726316646568,32.9251152848975,8.60821366962593,3.50754794685356,2.03876214746806,1.3840518109059,4.64752182174141,0.72602306773543,14.0992224182398,1.26769238418157,3.580989633936,1.74074377793367,14.6709631767461
TH00412|TBL_comb47_HYPODRAFT_10006432,3.62510342318237,3.58484514534902,6.03608280462663,5.70169269148114,2.18756427602614,1.84571497595598,9.84016810628998,9.81878348567847,3.58387803342019,4.25801504091675,12.8407476465643,12.6528648180162,11.8789740225533,5.11706823824581,27.2655134760506,4.68781868433773,9.18958859183434,7.82986773404254,6.14281704832418,2.45177670819574,3.76085247295803,3.48290370125941,2.75501037397073,1.04312811730885,6.27111380734352,4.10064850978993,6.88917410903558,3.14853096089214,7.33975270304504,4.40582127074113,4.2386427706613,3.42347720448539,6.90205605334194,6.08227114817506,6.53860852549593,6.79324820557543,12.1202618327642,7.17440481246456,2.41424311268637,2.25122133178148,9.09638650300488,23.4687488004993,1.75630803614176,17.117590960382,11.2006475634255,4.37517237467145,12.4568583738123,1.20431782469138,2.39968568001643,1.23572032567197,45.1630930754662,17.6967252496266,27.4300066616238,12.6497150414064,10.7093815292239,18.0029817346473,4.04651424986758
TH00433|TBL_comb47_HYPODRAFT_10000205,2.27035380601749,1.99319459629332,0.788906442187109,0.61729749398389,1.16720639314394,1.1710108936636,1.68420240262915,1.41213359880709,1.06516619626504,0.83601224919714,1.05660051368292,1.07862421195807,4.33396859948952,2.62960699982477,6.96456491161271,6.38223875479364,4.5187574167216,15.595019898896,27.6517849843629,10.6671057552434,23.2733469333599,32.5480126869343,23.8881704854672,7.32903597422011,24.9982884851227,35.4288272944702,9.77899054322834,27.2905667731385,14.5406096137224,10.3026658610612,4.9026514779498,11.2758130878379,35.7624897291753,15.2810754782071,13.1235987049256,20.8599394615227,4.56362961789563,1.98208600504496,0.343558521639273,7.97115703792008,3.03376693596492,6.93869733086033,28.4648678623978,3.87729270369543,2.95173177408718,3.75950341990095,4.30326099968006,6.17918641385934,9.10126776576291,8.4198441460088,4.93380523606808,2.41931676789041,7.70979807697898,3.74753777596003,0.705680005517729,3.49519131431475,18.3358860909619
TH00434|TBL_comb47_HYPODRAFT_10000635,2.45739033356018,2.64790431574639,1.54311369342232,1.21862246311547,1.40840478584792,1.51401617912194,1.99644523160389,2.42457017799028,0.861816357572959,0.764408168668621,1.55150469058818,2.1747807227126,3.73112868143264,1.5022544406445,5.94967721660289,4.56962320808828,3.25827525352498,14.5965494691627,23.8159698569055,7.68602659372774,20.8294400932456,29.2013072149912,21.9743110349521,6.56024005557339,25.1790940651508,29.8679180291388,7.89994074705178,19.1953657953425,10.2222059085095,8.03978572653305,3.96862311761566,10.3746095119119,28.5740878057868,12.7634599083055,12.5005858435023,18.6832905086122,4.13961314099312,1.0747518181588,0.227316977859086,6.6581241864089,2.50733124143855,6.28100599523961,27.236508017743,3.05416347272278,2.63670988317539,2.49518030166284,3.45414656589643,6.5930746812152,9.5448488792468,7.42120499928737,4.36546837696715,1.92363088858006,7.06674289326136,3.35111097415416,0.555968594549498,3.17460787308521,16.5892265040196
TH00535|TBL_comb47_HYPODRAFT_10000845,10.0951108381048,10.3123917922718,5.21535666902503,5.26749539081463,6.0146067817537,5.71519520949076,4.41980666864572,4.86920104694212,3.27205280280869,3.5911338172469,5.00148406625235,4.2849859218931,3.74825651744506,1.3055390209349,6.4147771815426,0.75403385858707,4.19400135487731,1.62373033647768,1.15882619093162,0.406569002863304,1.00476697544475,1.63963038345636,0.872265022665099,0.401792051795585,0.80457291989258,1.06333527274435,0.550134913783328,0.864429242260802,0.591279290972514,0.976762199528054,0.382289126889518,0.625065041272779,1.19020688142494,0.698857492292871,1.17079646680433,1.04417960836146,3.28283463148044,2.06054797580596,0.382514936814629,0.641560222792047,3.66703775254175,5.40702420945065,0.531765980331784,3.35149505299836,2.26924372100453,0.426192066856914,3.11909009498187,0.173524311121447,0.823175039083917,0.531468134872393,12.0248128529262,4.55658511071015,5.76612473376998,3.53641995879938,2.5190161837714,4.4961011274583,0.541850533349738
