	TBE07Jun07	TBE13Jun07	TBE27Jun07	TBE02Jul07	TBE12Jul07	TBE25Jul07	TBE31Jul07	TBE09Aug07	TBE20Aug07	TBE27Aug07	TBE17Sep07	TBE01Oct07	TBE16Oct07	TBE05Nov07	TBE14Nov07	TBE30Apr08	TBE22May08	TBE29May08	TBE13Jun08	TBE24Jun08	TBE01Jul08	TBE08Jul08	TBE15Jul08	TBE22Jul08	TBE29Jul08	TBE05Aug08	TBE12Aug08	TBE19Aug08	TBE25Aug08	TBE09Sep08	TBE20Sep08	TBE04Oct08	TBE23Oct08	TBE29May09	TBE03Jun09	TBE08Jun09	TBE23Jun09	TBE29Jun09	TBE07Jul09	TBE13Jul09	TBE21Jul09	TBE27Jul09	TBE03Aug09	TBE11Aug09	TBE18Aug09
TE00031|TBL_comb48_EPIDRAFT_1013810	13.3736	3.61035	3.85234	8.26434	11.1861	1.46388	1.35754	9.62264	15.7754	13.2985	45.6069	1.03258	10.1553	31.9747	172.555	16.6373	3.88378	1.9101	13.6631	25.7607	23.3763	2.37463	45.9995	1.17498	40.8049	5.93768	9.92529	40.9718	78.228	36.5594	29.554	9.14876	71.2415	26.4394	23.3446	0.371024	13.5249	9.43082	9.17338	5.72449	8.83897	6.19665	11.4399	18.4367	13.0399
TE00031|TBL_comb48_EPIDRAFT_1013858	13.579	3.51178	5.11971	7.89299	11.0679	1.88075	1.75213	11.2692	15.2648	13.0115	48.3855	1.36743	10.004	33.4733	164.59	13.6632	2.67444	1.72207	12.6086	24.054	24.9387	2.28388	39.8796	0.88764	45.5821	5.31277	9.13867	39.1765	71.7054	37.7732	30.8233	10.2219	65.0348	29.4198	23.7382	0.283914	13.2533	10.0262	8.8649	6.52432	9.30459	5.9379	11.9297	17.5008	13.1153
TE00031|TBL_comb48_EPIDRAFT_1013916	14.3452	3.45982	6.53724	8.70588	10.4553	1.77503	1.99304	8.94835	15.5508	10.387	46.9032	1.99013	10.128	33.7143	195.59	22.521	5.67339	2.2502	16.294	27.8794	27.1446	2.15327	43.5852	1.21273	41.8461	4.86672	10.2046	42.5261	75.4265	36.8945	27.3776	9.96752	78.5085	24.9093	19.3137	0.393809	13.3404	9.48832	8.491	6.55192	8.08309	5.29248	11.4685	16.2046	11.5058
TE00031|TBL_comb48_EPIDRAFT_1014054	14.3817	3.64607	5.10331	9.71425	9.38847	1.4039	1.38439	11.2142	15.7908	13.3579	46.4301	1.9029	10.3688	29.7927	167.313	17.9139	4.04422	1.53312	13.5135	22.5439	26.4285	1.52766	41.1974	0.934182	41.0691	5.84938	10.4271	38.0354	72.0106	35.6649	25.5211	10.2507	69.0011	30.2775	19.8874	0.331976	11.3005	10.2783	7.93987	6.63176	8.03568	5.04668	12.0806	16.6551	11.3095
TE00031|TBL_comb48_EPIDRAFT_1014704	13.8988	3.81767	6.19595	8.17154	8.90191	1.62395	1.85502	10.5017	16.7405	13.1638	46.1513	1.8057	10.5742	36.048	180.958	17.7506	3.18366	1.94913	15.3951	25.2559	23.6424	2.17596	47.2396	0.919854	44.2289	7.27906	11.7943	39.9863	78.3322	36.3172	30.2794	10.554	75.6227	26.4677	23.5054	0.193912	13.5441	9.22597	7.18223	7.04972	8.28956	5.30336	10.6593	19.8997	12.5407
TE00031|TBL_comb48_EPIDRAFT_1014824	14.1845	3.94899	5.3442	10.8694	11.2932	1.75743	1.96837	10.4773	16.4948	13.7037	51.4214	1.79533	11.3822	33.3928	181.991	17.4948	3.12369	1.41627	14.829	26.7055	28.6707	2.13439	47.5844	0.991221	42.8592	5.65734	11.1304	38.4258	80.932	37.0794	30.0139	11.411	76.9255	29.4721	25.4238	0.468635	16.2148	9.74101	8.15548	6.54286	9.32354	6.58928	11.8603	18.2864	14.4029
TE00031|TBL_comb48_EPIDRAFT_1014840	15.6322	5.54963	9.2622	12.5995	13.2547	2.68782	2.74958	11.6649	17.371	12.7105	52.8613	2.07597	10.4117	31.5116	176.037	15.9288	2.91766	1.27831	15.7236	26.8132	27.6906	2.51958	46.2415	1.29308	48.5311	6.45756	9.36412	40.2435	75.5204	38.0405	27.1217	10.585	80.859	38.8836	27.598	0.366477	17.9381	12.0014	9.51956	8.99858	11.0899	5.87719	13.182	22.4181	14.0062
TE00031|TBL_comb48_EPIDRAFT_1015246	13.603	3.50014	4.57847	8.28311	9.95714	2.24153	1.40017	11.3212	16.0567	11.5385	46.0897	1.24504	11.5603	32.4446	163.443	16.9319	3.15094	1.05701	13.456	23.2359	23.3413	1.60168	44.8142	0.46885	39.0465	5.07376	11.0702	38.0942	72.5202	34.5421	26.4059	8.9667	72.9568	25.3455	21.1849	0.218705	9.97282	9.66551	5.74645	5.43907	7.81208	6.41616	10.9343	17.6577	11.2512
TE00031|TBL_comb48_EPIDRAFT_1015341	18.3897	6.0102	7.88222	12.4074	13.151	1.44761	1.51307	10.5563	19.0506	18.5142	50.6179	1.69104	10.7935	41.1456	188.303	22.3799	5.11989	1.92477	15.2816	29.4846	29.8954	2.32915	47.9809	1.12347	47.8718	6.66424	10.2522	44.1482	73.4545	39.8615	30.294	12.0105	88.1483	33.7945	30.715	0.83129	17.7167	11.3944	8.55708	9.87347	8.7577	7.76334	14.799	20.7695	15.3867
TE00031|TBL_comb48_EPIDRAFT_1015360	14.4506	3.50831	4.52699	8.35675	10.5389	2.05535	1.82011	10.5112	17.4792	13.1384	44.9517	0.896153	11.7601	30.1684	169.783	16.9739	4.60672	1.9861	15.1357	26.2413	25.2024	2.77327	44.5445	0.764792	40.3739	4.70207	12.2422	35.0631	73.8416	38.5472	30.1528	9.69968	67.974	24.4608	21.0747	0.16915	11.6737	8.32217	8.49869	6.86346	8.20704	5.67721	11.0466	17.4058	11.0395
TE00031|TBL_comb48_EPIDRAFT_1015469	13.4843	3.4642	5.15297	8.87683	11.1026	1.95135	2.00088	10.7409	18.7557	12.5814	49.0981	1.56898	11.4728	34.3356	189.633	18.4641	5.13278	1.90035	16.2835	25.9783	28.8603	2.11039	50.4939	0.921114	43.1717	7.38115	11.9269	40.1732	79.5784	40.5366	31.4733	9.86049	75.037	33.891	22.7838	0.259553	14.2583	9.91471	7.70968	5.88752	7.90257	5.93808	12.1424	19.3584	13.5573
TE00031|TBL_comb48_EPIDRAFT_1015698	13.4024	4.57652	5.74487	8.34185	8.83289	1.07391	1.34232	8.5732	14.2504	13.0967	36.1801	1.73298	10.0587	32.6204	151.193	15.2995	3.25082	1.4494	11.5362	22.8384	22.181	2.13678	41.3071	0.422928	38.5705	4.87459	8.69044	34.0844	64.6363	34.3489	23.1082	9.91095	62.9337	28.3957	21.6352	0.202441	11.1259	6.73642	6.49213	4.65915	7.192	5.09553	8.16345	15.5013	9.54133
TE00031|TBL_comb48_EPIDRAFT_1016431	11.5192	4.24591	6.57805	10.2556	12.0268	1.47331	2.15543	10.4316	15.9544	11.0181	43.8018	1.37948	10.6414	33.8386	168.855	16.1947	3.33653	1.55566	14.2855	26.3053	24.8804	1.69335	45.8562	1.20902	38.629	5.13035	9.11381	35.838	72.2046	32.7952	26.3475	8.89201	72.1585	28.4579	21.9654	0.082637	14.2843	8.58809	7.54708	8.66297	7.92116	4.88749	11.4064	20.1648	13.1836
TE00031|TBL_comb48_EPIDRAFT_1016532	15.6141	2.70186	5.34369	7.94848	11.5406	2.33716	1.6745	10.2556	15.6396	12.845	45.7602	1.28849	11.2157	34.9183	164.536	17.0467	2.52425	1.51141	12.9111	25.7405	25.0714	2.0404	45.7529	1.30106	45.7994	6.30297	10.9286	41.6124	75.0712	36.1088	28.986	8.94541	73.6078	30.2897	25.0749	0.282825	13.974	9.08406	6.6496	6.04278	8.66997	5.26452	12.195	18.2047	13.2842
TE00031|TBL_comb48_EPIDRAFT_1016881	17.0078	4.75774	5.76296	9.47412	9.97129	1.8183	1.39931	10.6744	16.4861	15.2732	45.7257	2.2918	11.8131	37.1206	180.635	16.8016	4.0623	2.27524	15.7831	26.6818	28.3967	2.17415	44.8954	0.301452	42.9529	5.26307	10.8642	39.6118	77.2247	40.5991	28.1251	10.2666	74.2821	26.3249	21.5158	0.339557	13.2906	9.42334	8.06282	6.42276	8.25882	5.5022	12.0965	17.6912	12.6782
TE00031|TBL_comb48_EPIDRAFT_1017254	13.1012	3.94051	4.91667	6.90264	9.69685	1.67887	1.69923	9.47153	16.9436	11.2909	44.7186	1.47642	10.8668	33.392	168.875	15.8355	4.77849	1.49489	11.5246	24.0202	23.0293	2.66184	46.6247	0.638496	38.7706	4.67736	8.98688	40.7878	75.4585	33.6447	25.1531	8.36962	69.9855	27.0006	21.0016	0.244845	12.6147	8.27906	6.86729	5.8973	8.02917	5.53199	12.5039	18.4338	11.001
TE00031|TBL_comb48_EPIDRAFT_1017620	14.1938	2.91923	5.99509	8.81797	9.48236	1.69007	1.35733	10.1047	15.8686	11.6785	46.6931	1.44167	12.5809	27.9201	175.62	18.5423	4.12901	1.50714	13.4509	22.7327	24.536	2.05792	46.7136	1.00359	43.0556	5.82518	9.76302	40.0518	72.5684	32.9143	27.0739	7.70314	71.9915	28.5591	24.28	0.258519	12.2891	8.75768	8.49346	5.83355	9.58018	7.04229	10.3123	16.5849	11.5763
TE00031|TBL_comb48_EPIDRAFT_1017948	13.2851	3.55053	5.1344	8.67375	11.2819	1.99469	1.66656	9.37996	18.2054	14.2241	49.4634	1.37154	10.3739	37.6537	178.146	17.3981	3.05459	1.66854	14.4197	28.4817	25.8384	1.9521	49.6051	0.927575	42.0185	4.43236	9.99868	40.4254	80.5652	37.9204	28.4857	10.2168	75.2158	27.9522	21.764	0.531312	14.1372	8.88413	8.31927	6.73557	8.65673	5.17692	9.99038	17.9216	11.8598
TE00031|TBL_comb48_EPIDRAFT_1018256	14.7703	3.67611	5.44666	8.87289	11.8905	1.10647	2.01445	11.2168	17.0619	17.0349	48.7132	1.26203	13.764	40.1981	189.571	18.6414	3.63007	1.71084	16.305	28.3425	31.4096	3.09757	49.2542	1.43527	48.0104	6.29913	10.135	44.9523	86.1418	38.4973	30.947	13.2032	82.112	31.1988	23.8568	0.263016	12.8494	10.6304	7.83243	6.77576	7.27135	6.19664	13.3013	16.9333	12.651
TE00031|TBL_comb48_EPIDRAFT_1018298	15.5081	3.72008	5.00237	10.1872	10.0084	2.03444	1.45993	12.3484	19.1745	14.8511	48.8975	1.40322	10.7068	39.66	200.877	22.2921	4.94448	1.74245	14.8281	31.0861	26.8036	2.48038	54.6825	0.893581	42.4462	5.57316	9.50639	45.8713	86.7493	40.8061	29.6346	10.053	85.4249	31.233	25.3172	0.307588	15.2476	9.15226	8.40068	6.83603	9.87332	6.10693	14.1684	20.054	13.2689
TE00031|TBL_comb48_EPIDRAFT_1018342	17.4644	4.40278	6.92	13.1547	12.5737	2.08931	2.10088	10.7571	18.5716	9.34074	54.8366	2.00302	10.4266	37.7566	219.018	27.6689	6.05902	2.25269	18.8708	30.7668	31.6819	2.29424	50.7236	1.03554	48.1742	6.84493	11.9299	50.4612	89.4549	43.1229	30.6084	11.3934	99.7243	33.661	27.4854	0.456891	17.2221	12.2229	11.2383	9.79784	8.77009	6.44306	16.2786	20.685	15.2846
TE00031|TBL_comb48_EPIDRAFT_1018560	11.516	3.11901	3.97159	5.88893	8.84699	1.05055	1.5	8.36565	14.4608	9.68423	35.4302	1.84316	8.35631	27.9271	150.328	15.0347	2.53014	1.42334	10.5139	22.5878	24.2681	1.64408	39.2954	0.568353	33.6643	4.34106	9.61436	31.6626	65.6013	32.3482	24.8646	9.19092	58.3953	24.3992	20.2418	0.250857	10.9891	8.14993	7.15687	5.56041	8.84697	4.37789	10.3147	15.6732	10.2072
TE00031|TBL_comb48_EPIDRAFT_1018617	13.5528	3.98594	6.07138	8.90302	10.599	2.11027	1.5946	11.2098	17.0878	12.257	50.7157	1.61175	11.872	33.3199	192.839	22.0079	4.5601	1.75816	16.5862	26.2526	28.3855	1.75704	50.0777	0.965387	41.5604	5.68502	12.327	39.8681	74.896	39.7308	28.3025	9.04658	82.4798	27.1253	25.2435	0.239863	14.0499	9.30137	7.57265	6.58693	8.33766	7.61494	12.7248	17.3041	12.5813
TE00031|TBL_comb48_EPIDRAFT_1019120	16.9083	3.28883	5.6621	10.2588	12.7474	1.87965	1.85269	11.057	15.6597	10.801	52.31	1.8636	10.7286	32.9394	191.64	17.9748	4.3969	1.91254	13.7777	25.6222	27.1479	2.9135	50.1215	1.11025	42.9018	6.90925	10.5399	38.9426	80.0591	40.6976	28.7786	10.0193	84.9146	28.6674	26.133	0.628873	15.7412	10.5719	10.5176	7.67742	7.91947	7.19916	15.2893	21.8565	14.1712
TE00031|TBL_comb48_EPIDRAFT_1019329	14.2905	2.90783	4.63391	8.97591	8.47575	1.28212	1.74974	11.2154	15.3871	11.211	40.2264	1.30607	10.0371	35.5684	164.71	15.939	3.60561	1.54271	13.088	23.9656	22.8327	2.28911	42.8669	0.744598	37.6243	4.03146	10.1093	37.4649	72.5342	32.7443	25.8181	9.12991	68.0369	25.148	20.7476	0.169449	12.7838	7.80602	6.54835	5.24372	8.53091	5.13253	11.0011	14.7083	10.4419
TE00031|TBL_comb48_EPIDRAFT_1019494	13.0152	4.93926	6.05685	9.4527	10.5401	1.77988	1.74351	11.2973	17.659	16.6763	50.0322	1.62151	13.0221	38.1282	180.879	18.1251	3.76458	1.24017	15.4746	28.4784	27.8378	2.34716	46.9251	0.666191	41.0337	5.3021	11.4387	41.8978	79.2013	40.0434	31.7306	12.0428	76.0186	31.8559	28.9714	0.633369	16.6323	10.4124	8.63335	7.9426	8.08366	6.26501	12.7996	19.3828	15.2496
TE00031|TBL_comb48_EPIDRAFT_1019513	12.2348	3.10189	5.85832	8.20257	9.21385	1.598	0.910644	10.5208	15.617	12.4508	43.5727	0.990442	10.9133	32.1022	160.214	16.3351	3.59327	1.61787	12.459	22.7949	25.0719	2.31306	45.7048	0.977135	37.1482	5.67059	9.98968	39.2946	72.7782	30.4281	25.5152	7.76187	62.4605	25.1214	24.3512	0.342888	12.4792	7.24777	6.65309	4.63789	6.24866	5.82688	12.2215	16.6469	9.76879
TE00031|TBL_comb48_EPIDRAFT_1019744	14.8216	3.84038	5.47271	7.85493	10.6718	1.60765	1.3585	7.55045	15.3249	12.6121	41.8817	1.68681	11.5449	31.7834	165.009	15.8983	4.32043	1.10025	12.5073	24.7008	23.3991	1.8511	44.564	1.38217	40.94	6.61145	9.82573	34.032	72.2035	33.7535	24.0419	8.87847	70.7541	30.1172	26.1638	0.126312	12.8327	8.69816	9.17467	6.03784	7.88269	5.32316	12.8454	20.2842	12.0687
TE00031|TBL_comb48_EPIDRAFT_1019755	14.7677	3.71269	4.84702	8.39364	11.3349	2.88235	2.19	10.539	18.8034	14.437	49.0422	1.89195	10.4129	38.458	185.352	17.1442	3.38509	1.866	13.6652	26.6389	26.6932	1.20542	50.0941	1.3225	43.751	5.3755	10.4092	43.5016	78.2224	40.502	29.6625	11.8993	77.5229	31.6575	26.4477	0.44694	14.2794	13.0523	9.44529	7.0321	9.17969	6.43586	11.458	17.9646	12.9788
TE00031|TBL_comb48_EPIDRAFT_1019759	11.9373	2.87712	4.61736	6.87685	8.9751	0.97149	1.52933	9.48365	14.6291	11.9433	36.9005	0.982826	10.2629	34.0879	148.45	15.5566	3.64061	1.70799	11.1446	22.6854	22.0607	1.50778	39.5056	1.22607	41.5534	4.77477	9.49083	34.0295	67.7338	34.6544	25.8609	8.80945	60.4449	21.8091	19.9457	0.310757	11.3226	8.44641	7.14193	5.57627	7.32157	4.94466	10.6736	15.1151	9.74793
TE00031|TBL_comb48_EPIDRAFT_1020194	13.6293	3.35417	5.20685	8.31937	8.92655	1.55086	1.32516	9.517	15.1268	14.1666	44.6993	1.27048	10.4363	33.5368	171.723	15.4135	4.4674	1.06307	12.0745	29.491	24.7098	1.90541	45.1966	1.28225	37.9101	4.50532	10.2821	36.4086	75.2341	37.7868	29.0993	10.3199	73.0574	25.9541	19.6118	0.0777737	12.2877	8.37128	7.16795	7.10385	7.70722	5.8596	13.2771	18.5997	11.9454
TE00031|TBL_comb48_EPIDRAFT_1020191	16.0441	3.44796	6.04785	9.60345	11.2295	1.43518	0.97803	10.151	13.963	14.2393	48.0979	1.11649	13.4279	39.2781	172.303	17.5774	2.50792	1.84397	12.6477	28.2517	26.3203	1.28414	47.8224	1.83021	45.6121	6.3095	10.1786	40.0989	79.2216	38.6575	28.2361	10.4278	71.1927	29.5835	24.9724	0.433837	14.7263	8.93353	9.55641	7.4356	8.34005	5.74516	12.964	16.5553	12.7384
TE00031|TBL_comb48_EPIDRAFT_1020302	11.874	3.64821	4.33653	9.737	9.63214	1.84888	1.80118	10.9314	15.8691	12.04	43.806	1.2722	11.754	34.7297	166.832	14.3716	2.97856	1.26271	11.0605	24.7178	25.5434	2.19727	41.1999	0.722612	44.6683	5.47184	9.59383	37.0559	71.6786	34.6562	25.6549	12.4302	67.1115	24.0417	19.8802	0.217906	13.1328	7.99373	7.43932	5.28913	7.52961	6.39523	11.4593	16.99	10.7484
TE00031|TBL_comb48_EPIDRAFT_1020590	14.5793	3.72928	6.02317	11.4828	12.239	1.80611	1.75911	10.2598	17.2001	13.8509	50.4627	1.97339	8.83234	31.5193	167.418	17.8982	5.54974	1.59215	12.7961	24.7407	22.978	1.99925	42.9106	0.773881	42.7212	6.78965	9.82987	38.4561	69.1644	35.1069	29.0302	9.82401	77.9171	29.632	27.1825	0.519835	16.4044	10.0421	9.31045	6.9959	8.89174	5.85932	13.7578	20.3251	15.3452
TE00031|TBL_comb48_EPIDRAFT_1020731	10.5453	3.54825	4.12514	7.57073	9.97863	1.09224	2.32598	6.919	13.2473	11.2686	40.3642	0.941657	10.9933	28.4587	145.391	15.4105	3.27003	1.73874	13.1349	25.2833	27.73	2.43442	43.8068	0.790619	41.5024	5.83789	10.966	34.2499	75.5051	33.3374	26.2201	9.48931	69.0894	29.4829	23.2208	0.422281	11.7232	9.60555	7.73133	5.7943	7.89712	5.55692	11.722	16.8654	10.462
TE00031|TBL_comb48_EPIDRAFT_1020874	16.8547	3.97847	6.53477	10.4713	10.1655	2.94118	2.08008	11.3153	17.8909	15.156	49.7993	1.74066	11.1104	34.1652	179.237	19.2216	3.74319	1.6628	15.7841	29.7464	28.0196	2.34996	48.2509	1.48491	46.2335	6.93976	11.2577	42.8209	77.6682	37.4966	30.3142	9.98605	78.108	30.2538	25.4149	0.906889	16.1309	10.7964	8.1366	5.86096	11.2517	5.74174	11.4736	19.4623	12.8732
TE00031|TBL_comb48_EPIDRAFT_1021633	15.4428	3.52886	4.34817	8.23811	8.38551	1.36916	1.87034	9.16279	15.4643	10.4268	37.0162	1.70718	9.61634	30.7257	171.851	25.4038	6.27266	2.27087	14.4663	21.1898	22.0554	1.91179	37.0581	1.21668	32.8934	4.4203	8.04732	34.3897	68.1901	32.8557	24.1151	8.9926	82.0632	22.162	20.7559	0.514073	12.7199	7.75896	8.27124	5.25798	5.75097	3.11783	9.46926	13.4509	7.55361
TE00031|TBL_comb48_EPIDRAFT_1021903	14.7176	3.70292	8.65931	10.7102	10.9473	2.80055	2.02706	12.924	15.2233	15.7477	43.9197	0.678098	9.48506	34.208	158.984	15.0991	2.95659	1.55152	12.7045	27.9913	23.3483	2.11751	44.9092	0.816929	40.3849	6.90534	9.86991	37.4368	75.0134	33.2278	26.6777	9.55468	72.7888	32.8784	24.3552	0.605845	14.1542	11.0649	7.66732	7.34316	8.64246	6.84495	11.4002	18.251	11.6397
TE00031|TBL_comb48_EPIDRAFT_1022487	14.9868	3.15639	8.30536	10.6468	11.5827	2.66962	1.8215	11.5719	17.6507	12.9856	47.8968	1.39458	11.2565	34.8683	169.342	18.4096	5.0331	1.3481	16.7441	27.1663	27.4744	2.27955	45.0632	0.754732	46.5406	6.4098	10.1267	41.713	77.1799	34.9217	27.7187	10.9006	89.3257	31.2193	25.6718	0.412929	17.6528	11.439	7.7946	8.78408	9.15175	7.13656	13.0595	21.6157	13.2525
TE00031|TBL_comb48_EPIDRAFT_1022677	15.6176	3.88911	6.53659	10.1879	11.6626	1.56204	1.53476	10.745	18.032	15.6339	51.0598	1.60803	13.7954	41.9393	194.747	18.4451	4.1131	1.86243	15.2095	27.6765	28.4618	2.84675	53.2859	1.32346	46.5722	5.55628	10.6959	41.7407	85.5724	41.4543	29.6344	11.7583	78.2141	30.8723	23.6037	0.265065	14.8815	9.05799	9.23255	6.15397	10.2832	5.93664	14.9036	22.4777	13.9417
TE00031|TBL_comb48_EPIDRAFT_1023194	19.358	4.3053	6.12148	9.58733	11.335	2.03722	1.90519	9.95309	15.9497	12.2652	45.0864	1.97338	8.39876	29.854	178.343	25.8505	5.46556	2.37531	18.9334	23.3411	25.6201	2.04395	45.2632	1.37707	39.9951	5.75846	9.01153	37.755	72.592	31.06	27.0191	9.6708	82.5547	27.9421	22.7788	0.331395	14.6918	10.2912	6.54719	7.46529	10.3606	4.95432	11.7946	17.5778	14.0685
TE00031|TBL_comb48_EPIDRAFT_1023362	15.2761	4.99875	6.78038	9.99583	12.6968	3.03998	1.97343	12.1409	15.5451	13.6758	49.2313	1.89072	9.402	35.9364	175.728	16.353	4.65023	1.7881	14.8862	25.506	28.6546	2.238	46.2629	0.668195	45.3647	7.80541	11.3248	42.747	76.7816	36.8145	30.7188	10.2961	80.8557	30.307	27.9352	0.238812	14.8072	9.54436	7.51063	7.35581	9.03157	6.70825	11.8481	19.4427	14.644
TE00031|TBL_comb48_EPIDRAFT_1023369	16.9615	4.73748	4.89933	10.6835	10.5396	2.2175	1.60091	11.6833	19.0033	14.3268	50.7628	1.58292	12.0221	38.0848	188.883	17.7842	4.87291	2.03884	15.6262	28.847	28.6265	2.31078	46.5671	0.59633	41.7376	7.28078	10.9768	40.8549	81.1646	40.172	30.8982	9.69875	76.8973	30.005	27.4172	0.435146	14.9385	9.47042	7.10133	6.78684	9.11554	6.50663	12.7744	20.3008	12.9127
TE00031|TBL_comb48_EPIDRAFT_1023392	14.8547	4.16165	5.73244	7.40526	11.1018	1.18224	1.81671	11.661	14.8669	14.085	46.8852	1.68745	11.1671	34.5216	166.842	16.7687	4.30879	1.62283	13.7821	27.422	24.4662	2.66931	51.59	0.765025	46.1087	6.32057	10.3439	38.577	71.5719	40.1017	31.4716	12.731	74.3195	31.8507	23.7385	0.237018	11.8403	9.89867	7.47955	5.46292	9.73378	3.86681	10.1471	18.2527	12.5204
TE00031|TBL_comb48_EPIDRAFT_1024127	15.0693	4.62918	6.75902	9.56389	11.0981	1.76864	3.04782	11.6189	14.7124	15.0515	41.1751	2.11069	12.107	36.2731	184.18	17.8353	3.54901	2.19966	13.8157	27.4953	28.2412	2.18256	45.3399	0.897084	45.2157	5.89264	11.3302	38.9761	78.5464	41.9695	31.3455	11.2819	78.9476	33.838	26.7807	0.591222	16.4043	11.9841	8.47513	7.78253	8.56154	5.71782	11.03	21.2241	12.4658
TE00031|TBL_comb48_EPIDRAFT_1024675	13.9818	2.07268	4.89746	7.82546	8.33523	1.52535	1.31969	10.2739	13.9429	13.4201	41.8071	1.06012	10.7886	28.9765	153.821	21.2672	2.58377	0.553726	13.872	25.7393	22.2452	2.37117	38.374	0.506562	32.5774	4.49782	9.19582	34.9377	67.0333	30.8883	22.8336	8.05157	67.0819	26.3322	17.8732	0.294557	13.4085	8.65865	6.50787	5.13581	7.93156	4.60478	10.9236	14.6254	10.1286
TE00031|TBL_comb48_EPIDRAFT_1025289	12.237	3.23937	4.61442	7.52123	10.1197	2.87584	1.7668	9.5211	15.6477	10.8979	41.4255	1.12285	9.93262	30.882	162.602	16.7043	3.43523	1.6587	11.741	23.8279	24.268	2.31975	47.5135	1.10818	40.7192	5.8181	8.90885	37.6401	70.9507	32.9365	28.1736	10.9522	65.0559	25.5328	21.6813	0.349035	12.5581	7.68334	7.14439	4.85988	7.81782	6.58196	11.9688	15.9973	12.2356
TE00031|TBL_comb48_EPIDRAFT_1025470	13.5809	3.62404	6.06625	8.44714	11.7587	1.59191	2.09001	10.5369	14.6387	15.0255	45.2303	1.12139	8.03233	32.0161	162.067	17.6814	4.56428	1.87572	13.8992	27.0693	25.0464	2.60297	38.7995	0.780027	39.2758	4.71781	10.2913	34.8108	72.3979	32.9601	25.3516	8.38517	69.4201	28.449	20.3717	0.418962	12.4218	9.69708	7.83131	5.70813	8.50022	6.10192	11.5213	20.4202	12.5737
TE00037|TBL_comb48_EPIDRAFT_1001439	5.88929	13.6511	65.7604	94.7144	39.2286	3.18162	2.08926	5.47791	13.6359	32.3918	83.0016	7.67963	48.1942	33.1898	14.4323	0.138773	0.482352	0.0288049	2.43728	23.1315	11.15	0.951474	15.8907	0.653494	45.2354	11.4998	2.74327	5.12976	10.0914	10.433	9.696	6.80643	49.0194	79.2646	75.8362	3.61919	35.594	18.6404	50.5405	20.5819	5.12593	3.42868	7.50696	14.5622	20.3386
TE00037|TBL_comb48_EPIDRAFT_1001941	4.9402	11.1666	52.8292	73.4734	28.7103	2.44013	1.87732	4.11993	10.4182	27.3378	63.0676	5.4791	35.7685	24.8229	7.74612	0.0665969	0.182028	0.0250174	1.60972	19.0078	9.14421	0.911966	12.5801	0.450098	37.37	9.7125	2.43452	4.66092	7.89898	8.27806	7.66229	5.74368	38.1545	47.0878	49.1619	3.02744	30.4749	16.4531	44.5418	16.9094	4.18269	2.58757	6.00942	11.6338	17.2563
TE00037|TBL_comb48_EPIDRAFT_1002911	7.34389	15.2047	68.8451	97.035	41.4902	3.92404	2.32099	6.03798	13.2845	36.396	79.9472	7.15399	46.7442	32.6365	9.76042	0.14373	0.330051	0.0435321	1.8713	24.4578	11.6964	0.883647	15.7884	0.72039	46.3011	11.7051	2.26984	5.21288	10.3241	10.2572	10.4299	7.78851	47.1732	54.0487	56.9953	3.16634	37.4586	19.4534	47.5057	20.7657	5.42195	2.99292	7.62513	13.9807	21.1636
TE00037|TBL_comb48_EPIDRAFT_1003221	7.44373	15.8739	73.768	108.724	43.8042	3.65312	2.29742	5.36999	14.1733	38.339	89.4678	8.35854	51.7281	37.925	14.7271	0.15869	0.383546	0.0636612	2.374	27.7409	13.197	1.08386	16.7703	0.746905	52.3916	12.5991	2.8617	5.7131	11.3838	11.1078	10.4587	8.46783	53.4604	58.6249	62.9009	3.44897	37.6569	19.0805	53.4266	22.1325	5.34592	3.24361	8.48758	14.4305	22.3556
TE00037|TBL_comb48_EPIDRAFT_1004203	8.34587	17.8647	75.8018	104.159	43.696	3.68573	2.34446	5.41664	15.1374	37.8779	83.3841	6.63424	50.3142	36.3193	8.95118	0.104379	0.294804	0.0132006	1.84723	25.5789	10.8606	0.638169	16.3477	0.735673	51.6147	12.3776	3.21447	5.7219	10.0211	10.761	10.6813	7.91737	45.5609	58.9668	63.9126	3.87934	37.861	20.3258	48.0137	21.261	5.91171	3.33333	7.59433	15.5492	23.917
TE00037|TBL_comb48_EPIDRAFT_1004228	7.02229	14.4746	67.1107	89.215	34.1299	2.39508	1.72092	4.44908	13.1166	33.0942	81.8337	6.82898	42.2225	30.1807	7.62297	0.0973631	0.171635	0.0191355	1.85687	25.3622	10.2038	0.985211	15.4899	0.622771	48.228	11.0299	3.08091	5.24126	10.1245	11.0305	10.403	6.64046	43.4921	58.2889	60.8355	3.39779	35.8008	20.0416	55.161	20.1643	5.6584	2.77118	7.87988	14.7207	20.5914
TE00037|TBL_comb48_EPIDRAFT_1004540	6.6753	16.2634	72.4113	100.005	42.6578	3.26922	2.39382	6.46256	14.7067	36.6637	84.5728	7.2827	48.7955	34.5207	11.7658	0.091417	0.131761	0.0521254	2.04324	26.284	11.8226	1.05562	15.7782	0.859167	48.8415	12.5181	2.50357	4.93221	9.97701	10.682	10.7096	7.51678	47.2039	56.2592	61.0295	2.81077	37.8129	20.1689	55.6617	21.8834	4.76023	3.36665	7.40231	14.7448	21.5811
