,X6.7.2007,X6.13.2007,X6.27.2007,X7.2.2007,X7.12.2007,X7.25.2007,X7.31.2007,X8.9.2007,X8.20.2007,X8.27.2007,X9.17.2007,X10.1.2007,X10.16.2007,X11.5.2007,X11.14.2007,X4.30.2008,X5.22.2008,X5.29.2008,X6.13.2008,X6.24.2008,X7.1.2008,X7.8.2008,X7.15.2008,X7.22.2008,X7.29.2008,X8.5.2008,X8.12.2008,X8.19.2008,X8.25.2008,X9.9.2008,X9.20.2008,X10.4.2008,X10.23.2008,X5.29.2009,X6.3.2009,X6.8.2009,X6.23.2009,X6.29.2009,X7.7.2009,X7.13.2009,X7.21.2009,X7.27.2009,X8.3.2009,X8.11.2009,X8.18.2009
TE00031|TBL_comb48_EPIDRAFT_1002675,1.50214274209379,0.677439861076309,1.05487672625168,1.50822168265723,1.28929436779225,0.193721231076703,0.237268319321059,1.19847100916531,1.60239088779241,1.40025602565236,1.37208604522135,0.289477326695132,0.833191349516857,2.99626734224848,16.1752191277407,1.48983497289541,0.51681036432484,0.117653491535248,1.8206459430695,2.59839563766684,3.03476501187089,0.134312247429,4.32566993057344,0.0565731934520659,6.38548126276989,1.02473404090715,0.859429169619634,3.31134165584641,6.25782107775977,3.26439363281004,2.36814302633685,1.08318113499417,6.76911806782268,3.02729818528022,2.23686276117471,0.0313698744262745,1.5303564609335,1.05642004268766,0.529888525853852,0.653033362427135,0.962905367475617,0.681168984957788,1.32666568131342,2.11540108642174,1.40873134261236
TE00037|TBL_comb48_EPIDRAFT_1001439,5.87683890944731,12.1213701133354,54.7956579535452,79.6833397854981,32.5171743757662,2.47522387309036,2.02275152040097,4.39091301525109,10.9627241740316,28.6064521751868,39.2126263918429,6.30878989143321,38.0179934963639,25.9386336296223,9.00899905805916,0.0806742587272907,0.207556279719738,0.00577919071393821,1.90770137509819,21.1246571835707,9.60073579266194,0.959568314013401,10.8498340365049,0.697131006446479,37.9037391625455,8.98169916526674,2.22169359227285,3.67952819300273,8.49548914123863,8.8048018116042,7.45907500966433,6.45873708245319,42.2124852807324,47.8569008110246,50.7885160880245,2.56407828534221,29.2663039587626,15.3125563507209,42.2486482766578,16.0580390030089,3.90634099412782,2.23937618489833,5.72411697933568,12.5378051557121,16.8005154496017
TE00149|TBL_comb48_EPIDRAFT_1000526,6.24776956414858,14.5299058016333,98.1063647501464,150.580139044968,69.9207731467084,3.594016925141,1.47623823653676,2.29592050005519,1.0100547416531,2.78759356250342,9.44458216844849,5.9711165482417,15.3987916339775,6.860288567503,2.60515449895672,0.00224920104403478,0.000316452240612004,2.34710021906327e-07,1.03203718543018,32.2052826627333,9.32683891299354,0.638943475419641,14.1292755233769,0.795667303692348,50.5802829524166,8.16014830312222,1.26322102739208,0.575824596254613,0.73618201924415,0.841796125652213,2.75429586822063,2.76241126791895,5.87309370958562,0.963864994166461,0.372082133753235,0.0013189410095414,10.7626853798683,24.6258106397699,8.66766822995432,19.2821476981593,3.33163579091874,1.84499510768335,9.75346105919469,20.7383762296691,18.663817194127
TE00211|TBL_comb48_EPIDRAFT_1000009,7.84581102990408,0.174654257292524,0.0356863783106661,0.000134598603735068,14.3744957412816,5.4245702402749,3.81995798572638,12.6596325528675,24.6618668718786,7.36454423582115,23.2519026653829,0.162551076298373,37.1472551658688,0.900516403614903,0.637430398518095,0.268313302337031,1.15013628136602,0.00379107242004636,5.19612038606117,14.4510745036845,11.4808173439601,0.329494969143675,75.5704799444544,0.593809624232351,0.65893471670872,0.326586495531092,9.50476273118533,27.3356377549474,55.6122528827739,38.4562407583531,24.2100639953374,2.34178521742832,4.30912398207804,1.12342435011375,0.145553169270376,0.0529199541517631,0.984144067931828,1.28940286126804,1.87058266659529,3.82393661046143,3.34228124713357,13.7977959660607,8.19219058853267,58.1987416552552,15.6146893093792
TE00316|TBL_comb48_EPIDRAFT_1001362,7.22368432724141,11.627786278811,25.8230836311407,29.8391125169571,27.5620841387556,4.5960565288197,5.26890153750351,6.47718445943839,6.81690398388426,12.4136121750923,4.83214134488766,2.43989285043111,4.11912379074685,2.55620639943525,2.98262950330611,0.0237625231745326,0.0211084698858101,8.55990117127925e-05,0.843966490523233,18.0832871811263,10.0491008905883,1.11480504312765,5.80383736571775,0.339276475682895,36.2172971739385,10.1296383300041,3.77896883406609,3.70271597259356,4.08683703656547,3.0921825773344,4.34628893509008,3.0302966880697,15.2761076905132,19.582853091625,18.1939288876966,1.20292443401859,11.9361537767736,6.19925558373884,24.0223469520073,13.9177278793862,2.59094698191252,1.14637269460399,4.65155741544827,8.08171030838687,12.8916795577166
TE00424|TBL_comb48_EPIDRAFT_1000320,3.70540378357584,2.41888493073323,6.89178388247923,7.48471061891503,5.33358283453259,0.699091796734679,1.1132175488647,4.53742556331033,3.26153106530901,3.88578118985038,1.72808763152139,0.824766315703726,1.2343865442603,4.76694306886867,10.767553453729,1.47143218910302,1.0327706820316,0.038645627861932,2.82287539307769,6.94025158868269,6.12075441262953,0.600111383466532,3.76779914435643,0.0972664774348937,14.8238013653631,3.55111226710849,1.78056317746894,4.54234130285803,6.44167110874328,4.96293810403967,4.75822485440767,3.12763196046127,26.3662168501228,16.7141103454126,14.4678252199772,0.199098854096515,8.86156388505195,6.41093055928879,3.69302633631561,5.13870208647951,4.20546158676555,1.56534883895113,3.61132665963176,7.14172680844195,6.52154767087418
TE00439|TBL_comb48_EPIDRAFT_1000532,1.96137029682774,1.03997402796114,1.94320206296896,2.62755326845649,5.6733582278053,0.892317927497468,1.52277551411574,4.33234336064201,8.25717794041981,9.63631878890811,9.84056159352564,1.21680767943875,7.48645709692112,22.4827804886389,40.5273329601478,1.84801501310607,1.5626340193402,0.00249359978362845,4.40137436129196,8.34996532073489,6.92517949546685,0.633806821840669,10.764226896776,0.41921317828544,24.685321901094,5.94853262913861,4.58861813241614,16.3757947760714,25.6320754313765,13.3826383416049,8.59530403943794,6.18369335480321,18.8101047348985,4.49580054450188,5.05065138763809,0.00609790917565046,3.14733600503419,3.51709924977337,1.97191992275667,2.976000814803,5.66351007215937,2.00407948536001,3.50294081202106,4.02291261024035,4.18637629533805
TE00507|TBL_comb48_EPIDRAFT_1001296,0.310286555015304,0.544263497476868,5.12585723976424,6.93829770307503,5.65959705714322,1.78456108517357,2.17426471358759,8.66935270637749,9.61228404694992,8.48779820291097,8.32109463028773,0.320370358601478,4.67871405372726,2.18230182404682,0.772714971435891,0.0295237221642634,0.093824539810037,2.45172615507724e-08,0.386904095245045,4.44099735935895,2.03370631269936,0.262565380939692,5.08472962213885,0.27175249575196,23.3531152497522,3.12200044855302,2.1819932106642,6.79046809886315,7.20538772135718,5.54759745719915,3.71086891906756,3.58331518235355,4.6491540166076,28.0996514735321,23.5346783209032,1.2753755275325,8.30765487092898,7.52507448194896,0.109011767824357,8.88789026805871,7.02276344397764,4.35395021231624,6.82965238680686,6.56496597845632,6.96514752163645
TE00567|TBL_comb48_EPIDRAFT_1000017,0.696024757424319,0.818879874488629,3.81019735938487,1.5889471380176,0.959621156810608,0.0502303626467602,0.173227507283079,0.600643346242284,0.468361194464643,0.272392669655833,0.299111342682358,0.835495572821036,2.64656267604759,12.1247339371478,39.0599274766068,1.58163575197863,0.433940753236311,0.000144006731058097,1.75675463903645,3.42886617554051,3.39745747150255,0.14015107914343,6.46244457725362,0.120471283860142,3.85514081502287,0.574215777135586,1.10721611184376,5.12054350667288,12.0038719113679,5.35526544354673,4.03593465724909,0.873722693678257,11.8216844318497,0.82637786172209,1.42852086434981,0.000357168125924365,1.18509267183332,1.22370204247658,0.0582191837840146,1.02724839370552,2.07192510803227,0.392412438109499,0.305114568119688,0.569905550813715,0.811478997642908
TE00625|TBL_comb48_EPIDRAFT_1000879,3.16097955141326,2.9729878999896,14.5190201782409,19.7318151411763,15.8042091860354,2.30761196917959,1.98735953029363,9.4977794667655,4.52684212134936,3.66369354257798,2.10136073807473,2.16043687974848,2.78609662142653,8.72048653338735,26.6477133290761,1.89832374861347,0.576685213867628,0.0751667984434666,2.46457373592165,8.26183878695713,7.07700625677185,0.64707325487533,5.53974653025082,0.156647769661062,12.8050302780173,2.48722950488169,1.62337904180512,3.95422273695183,8.98381377781589,3.37027437471605,3.69181161868309,1.21868982600309,11.8901955408731,3.83019840175199,5.61559749558692,0.226727402147256,3.74030016016812,3.61992503273577,1.58947057892941,8.60830083314706,3.09700973132168,0.625706105683292,2.14832795689927,2.95346914662911,3.7048224821824
