gene_oid
2582628017
2582628016
2582628015
2582627978
2582627890
2582627764
2582627763
2582627762
2582627761
2582627631
2582627484
2582627308
2582627272
2582627249
2582626571
2582626570
2582626568
2582626196
2582625994
2582625993
2582625992
2582625991
2582625690
2582640238
2582640136
2582639575
2582639386
2582639096
2582638808
2582638372
2582638210
2582656167
2582655480
2582655391
2582665990
2582665695
2582665457
2582665395
2582665364
2582665006
2582665004
2582664888
2582664238
2582663989
2582663870
2582663868
2582677953
2582677641
2582677413
2582677266
2582676986
2582676985
2582676951
2582674981
2582674619
2582674372
2582688675
2582688581
2582688246
2582688188
2582688104
2582688102
2582687794
2582687381
2582696386
2582695410
2582695378
2582695206
2582695204
2582724828
2582724504
2582724195
2582724153
2582723531
2582723294
2582722907
2582722862
2582722777
2582744132
2582744130
2582743667
2582743104
2582742913
2582742545
2582764620
2582764200
2582763970
2582763617
2582763229
2582763174
2582762672
2582762127
2582762035
2582761462
2582761412
2582761410
2582779369
2582779368
2582778856
2582778855
2582786619
2582786593
2582786276
2582785314
2582785312
2582784984
2582784941
2582784590
2582784370
2582784231
2582819872
2582818598
2582818483
2582834451
2582834427
2582834425
2582834415
2582833682
2582833229
2582833070
2582832806
2582832341
2582832328
2582832028
2582831954
2582831847
2582831534
2582859746
2582859745
2582859744
2582859743
2582859576
2582859458
2582859455
2582859454
2582859453
2582859451
2582859416
2582859135
2582858981
2582858980
2582858979
2582858944
2582858943
2582858940
2582858939
2582858937
2582858936
2582858749
2582858748
2582858747
2582858746
2582858690
2582858686
2582858682
2582858308
2582857924
2582857923
2582857760
2582864894
2582864295
2582864226
2582865865
2582865573
2582893873
2582893832
2582893468
2582893467
2582893466
2582893132
2582893131
2582892768
2582892766
2582904993
2582979983
2582979757
2582979756
2582979598
2582979460
2582979440
2582979327
2582979219
2582978894
2582978893
2582978892
2582978884
2582978883
2582978842
2582998468
2582998464
2582998451
2582998320
2582998189
2582998103
2582998101
2582997571
2582997568
2582997391
2582997296
2582997132
2582996850
2582996849
2582996753
2582996330
2582996133
2583042648
2583042647
2583042574
2583042568
2583041889
2583041846
2583041845
2583041844
2583041735
2583041671
2583041440
2583041253
2583040446
2583040324
2583040185
2583039808
2583039748
2583039680
2583039652
2583039452
2583039415
2583039414
2595247446
2595247443
2595246081
2595246080
2595246079
2595246042
2595248423
2595248306
2595248151
2595260092
2595260089
2595259962
2595259961
2595259960
2595259799
2595259583
2595259580
2595259508
2595259506
2595259205
2595258693
2595260901
2582637935
2582637823
2582637606
2582637497
2582637483
2582637099
2582655016
2582654773
2582654445
2582654427
2582653870
2582670679
2582670593
2582670565
2582670322
2582670301
2582670102
2582669997
2582669775
2582669394
2582669272
2582669271
2582669172
2582669156
2582687171
2582686947
2582686676
2582686509
2582686399
2582686216
2582686204
2582686203
2582686072
2582686070
2582685244
2582685077
2582685074
2582684650
2582684649
2582684225
2582683437
2582683211
2582730510
2582730175
2582730132
2582729320
2582729074
2582729000
2582728343
2582728341
2582727918
2582727062
2582726960
2582732065
2582732016
2582731997
2582731981
2582731969
2582731955
2582731850
2582731849
2582731848
2582731798
2582730880
2582730879
2582730878
2582736071
2582735619
2582747782
2582747633
2582747632
2582747095
2582746955
2582746635
2582746411
2582746258
2582745767
2582745585
2582745381
2582745275
2582800399
2582800398
2582800215
2582799975
2582799438
2582798735
2582805831
2582805136
2582805135
2582805134
2582804963
2582803463
2582803445
2582803444
2582803443
2582803414
