"","Verrucomicrobiales_2582580521","Verrucomicrobia_2582580523","Puniceicoccales_2582580524","Opitutae_2582580546","Verrucomicrobia_2582580559","Verrucomicrobiales_2582580573","Verrucomicrobiales_2582580593","Spartobacteria_2582580607"
"COG0625",0,0,0,0,0,0,0,0
"COG0626",0,1,1,1,0,1,2,0
"COG0627",0,0,2,0,0,0,0,0
"COG0628",0,1,0,0,0,1,2,0
"COG0629",1,1,1,1,1,0,1,1
"COG0630",0,0,0,0,0,0,0,0
"COG0631",2,1,0,0,0,1,1,2
"COG0632",0,1,1,1,1,1,1,1
"COG0633",0,0,0,0,0,0,0,0
"COG0634",1,1,0,0,0,1,0,1
"COG0635",1,1,1,1,0,1,1,2
"COG0636",0,0,0,0,0,0,0,0
"COG0637",2,2,1,2,0,0,2,1
"COG0638",0,0,0,0,0,0,0,2
"COG0639",0,0,0,0,0,0,0,0
"COG0640",2,2,1,0,2,1,2,0
"COG0641",0,0,0,0,0,0,0,0
"COG0642",2,2,2,2,3,1,1,11
"COG0643",0,0,0,0,0,0,0,0
"COG0644",1,2,0,0,0,0,3,4
"COG0645",1,0,0,0,0,0,0,0
"COG0646",1,0,0,1,1,0,1,0
"COG0647",0,1,1,1,0,0,0,0
"COG0648",0,0,0,0,1,0,0,0
"COG0649",1,1,0,0,0,1,1,1
"COG0650",0,0,0,0,0,0,0,0
"COG0651",0,0,0,0,0,0,0,0
"COG0652",1,1,1,1,1,3,1,3
"COG0653",1,0,0,0,0,1,1,0
"COG0654",0,0,0,0,0,0,1,0
"COG0655",0,0,0,0,0,0,0,0
"COG0656",0,0,0,0,0,0,0,0
"COG0657",2,1,7,11,0,1,5,5
"COG0658",0,0,1,0,0,1,0,0
"COG0659",1,1,3,4,0,1,1,1
"COG0661",0,0,0,0,0,0,1,0
"COG0662",0,0,1,1,0,0,0,0
"COG0663",0,1,1,1,0,1,1,1
"COG0664",0,0,0,0,0,0,0,0
"COG0665",3,1,2,1,0,0,3,0
"COG0666",0,1,0,0,0,0,0,0
"COG0667",2,1,2,2,0,2,1,1
"COG0668",0,0,1,1,0,1,0,0
"COG0669",1,1,1,1,1,0,1,1
"COG0670",1,0,1,1,0,0,0,0
"COG0671",0,0,0,0,0,0,0,0
"COG0672",0,0,0,0,0,0,0,0
"COG0673",6,10,9,13,6,2,21,17
"COG0674",0,0,0,0,0,0,1,1
"COG0675",0,0,0,0,0,0,0,0
"COG0676",0,0,0,0,1,0,1,1
"COG0677",0,0,1,0,0,0,0,0
"COG0678",0,0,0,0,0,0,0,0
"COG0679",1,1,1,0,1,1,1,1
"COG0680",0,0,0,0,0,0,0,0
"COG0681",0,0,0,0,0,0,0,0
"COG0682",1,1,1,0,1,0,0,2
"COG0683",0,0,0,0,0,0,0,1
"COG0684",0,0,0,0,0,0,0,1
"COG0685",1,0,1,1,0,1,0,1
"COG0686",0,0,0,0,0,0,0,1
"COG0687",1,1,0,0,0,1,0,0
"COG0688",2,1,1,0,1,1,0,1
"COG0689",1,0,0,0,0,1,1,1
"COG0690",0,0,1,0,1,0,0,0
"COG0691",1,1,1,1,0,0,0,1
"COG0692",0,0,0,0,0,0,0,0
"COG0693",1,0,1,1,0,1,0,0
"COG0694",0,0,0,0,1,0,0,0
"COG0695",1,0,1,1,0,1,1,2
"COG0696",1,1,0,0,0,1,1,0
"COG0697",0,0,1,0,0,0,0,0
"COG0698",0,0,1,1,0,0,0,0
"COG0699",0,0,0,0,0,0,0,0
"COG0700",0,0,0,0,0,0,0,0
"COG0701",2,1,0,0,1,1,1,1
"COG0702",0,0,0,0,0,0,0,0
"COG0703",1,0,1,2,0,1,1,1
"COG0704",1,0,0,1,1,0,1,1
"COG0705",3,2,1,0,0,1,1,2
"COG0706",1,1,0,1,0,1,1,1
"COG0707",1,2,2,2,1,1,1,2
"COG0708",1,0,1,1,0,1,0,1
"COG0709",0,0,0,0,0,0,0,0
"COG0710",1,1,0,0,0,1,1,0
"COG0711",0,1,0,0,0,0,1,1
"COG0712",0,0,0,0,0,0,0,0
"COG0713",1,1,1,1,0,1,1,2
"COG0714",5,5,2,2,3,2,3,7
"COG0715",1,1,1,1,0,0,0,0
"COG0716",0,0,0,0,0,0,0,0
"COG0717",0,0,0,0,0,0,0,0
"COG0718",1,1,1,1,1,0,0,1
"COG0719",1,2,0,0,0,2,0,2
"COG0720",2,1,1,1,1,1,1,1
"COG0721",0,1,0,1,1,0,0,1
"COG0722",1,2,1,2,0,1,2,1
"COG0723",0,0,0,0,0,0,0,0
"COG0725",0,0,0,0,0,0,0,1
"COG0726",1,2,0,0,0,0,2,1
"COG0727",0,0,0,0,1,1,0,1
"COG0728",2,1,1,1,2,1,1,1
"COG0729",0,0,0,0,0,0,0,0
"COG0730",0,2,2,0,1,1,2,3
"COG0731",0,0,0,0,0,0,0,0
"COG0732",0,0,0,0,0,0,0,0
"COG0733",0,0,0,1,0,0,1,0
"COG0735",1,3,2,5,0,2,1,4
"COG0736",1,1,1,1,0,1,1,2
"COG0737",1,0,0,0,0,0,0,0
"COG0738",0,0,1,2,0,2,2,0
"COG0739",0,0,0,0,0,0,0,0
"COG0740",0,2,4,0,1,1,1,1
"COG0741",0,0,0,0,0,0,0,0
"COG0742",1,1,1,1,0,1,0,0
"COG0743",0,2,1,1,0,1,1,0
"COG0744",2,2,0,0,0,2,2,1
"COG0745",5,3,1,2,1,2,2,7
"COG0746",0,0,0,0,0,0,1,0
"COG0747",1,1,1,1,1,0,2,1
"COG0748",0,0,0,0,0,0,0,0
"COG0749",0,1,0,0,1,1,1,0
"COG0750",0,0,0,0,0,0,0,0
"COG0751",0,0,0,0,0,0,0,0
"COG0752",0,0,0,0,0,0,0,0
"COG0753",0,0,0,0,0,0,0,0
"COG0754",0,0,0,0,0,0,0,0
"COG0755",1,2,1,1,0,1,1,0
"COG0756",0,0,0,0,0,0,0,0
"COG0757",0,0,1,0,1,0,0,0
"COG0758",1,1,0,1,0,1,0,1
"COG0759",1,1,0,1,0,1,1,1
"COG0760",0,0,0,1,1,2,1,2
"COG0761",1,1,1,0,1,0,2,1
"COG0762",0,0,0,0,0,0,0,0
"COG0763",0,0,1,0,0,1,0,0
"COG0764",0,0,1,1,0,0,1,2
"COG0765",0,0,0,0,0,0,1,1
"COG0766",1,0,1,1,1,1,0,2
"COG0767",0,0,1,2,1,0,2,1
"COG0768",3,0,2,2,2,3,2,3
"COG0769",1,0,1,1,0,1,1,1
"COG0770",1,1,1,1,0,1,1,1
"COG0771",1,1,1,1,1,1,1,1
"COG0772",1,2,2,2,2,2,2,2
"COG0773",1,1,1,2,0,1,0,1
"COG0774",1,1,1,1,0,0,0,1
"COG0775",0,0,0,0,0,0,0,1
"COG0776",3,2,2,1,3,2,1,2
"COG0777",0,0,0,0,0,0,1,1
"COG0778",1,1,1,1,1,0,2,0
"COG0779",0,0,0,0,0,0,0,0
"COG0780",0,0,1,1,1,1,1,0
"COG0781",0,1,0,1,0,0,0,1
"COG0782",1,1,1,1,0,1,1,1
"COG0783",0,0,0,0,0,0,0,0
"COG0784",0,0,0,0,0,0,0,0
"COG0785",0,0,0,0,0,0,0,0
"COG0786",0,0,0,0,0,0,0,0
"COG0787",0,0,1,1,1,1,1,1
"COG0788",1,0,1,1,0,0,0,2
"COG0789",0,0,0,0,0,0,0,0
"COG0790",0,0,1,2,0,1,2,2
"COG0791",0,0,0,0,0,0,0,0
"COG0792",0,1,1,0,0,1,1,1
"COG0793",1,3,1,0,2,1,2,2
"COG0794",1,0,1,0,1,0,1,1
"COG0795",2,2,2,2,1,2,2,2
"COG0796",1,1,0,1,0,1,0,1
"COG0797",0,0,0,0,0,0,0,0
"COG0798",0,0,0,0,1,0,0,0
"COG0799",1,1,1,1,0,1,1,1
"COG0800",0,0,0,0,1,0,0,0
"COG0801",1,0,0,1,0,1,0,1
"COG0802",0,0,1,1,1,0,0,1
"COG0803",1,0,1,0,0,0,2,4
"COG0804",0,0,0,0,0,0,0,0
"COG0805",0,1,1,1,1,1,1,1
"COG0806",0,0,0,0,0,0,0,0
"COG0807",0,0,0,0,0,0,0,0
"COG0809",1,0,0,1,0,1,0,1
"COG0810",1,1,1,1,1,0,1,3
"COG0811",3,5,5,3,3,6,4,8
"COG0812",0,0,0,0,0,0,0,0
"COG0813",0,0,0,0,0,0,0,0
"COG0814",0,0,0,0,0,0,0,0
"COG0815",2,2,1,1,0,1,1,1
"COG0816",1,1,1,1,0,1,1,1
"COG0817",0,1,0,1,1,1,1,2
"COG0818",0,0,1,1,0,0,0,1
"COG0819",0,0,0,0,0,0,0,0
"COG0820",1,2,0,1,1,1,2,3
"COG0821",0,1,0,0,1,1,0,0
"COG0822",0,1,0,0,1,0,1,2
"COG0823",0,0,1,0,0,0,0,0
"COG0824",0,2,2,3,1,1,0,1
"COG0825",1,0,1,2,0,1,0,1
"COG0826",1,1,1,0,0,0,1,1
"COG0828",1,1,0,0,0,1,1,1
"COG0829",0,0,0,0,0,0,0,0
"COG0830",0,0,0,0,0,0,0,0
"COG0831",0,0,0,0,0,0,0,0
"COG0832",0,0,0,0,0,0,0,0
"COG0833",0,0,0,0,0,0,0,0
"COG0834",0,0,0,0,0,0,0,1
"COG0835",0,0,0,0,0,0,0,0
"COG0836",0,1,0,0,0,1,1,1
"COG0837",0,0,0,0,0,0,0,0
"COG0838",1,1,1,1,0,1,1,1
"COG0839",1,1,1,1,0,0,1,2
"COG0840",0,0,0,0,0,0,0,0
"COG0841",1,2,2,1,2,0,2,3
"COG0842",0,0,0,0,0,0,1,2
"COG0843",1,0,0,1,0,0,0,1
"COG0845",2,4,3,3,2,2,2,6
"COG0846",0,0,0,0,0,0,0,0
"COG0847",0,1,1,1,2,0,0,0
"COG0848",3,9,5,2,4,6,4,9
"COG0849",0,1,0,0,1,0,0,1
"COG0850",0,0,0,0,0,0,0,0
"COG0851",0,0,0,0,0,0,0,0
"COG0852",1,1,0,0,0,1,1,2
"COG0853",1,1,2,1,0,1,0,1
"COG0854",1,1,1,1,0,1,1,2
"COG0855",1,1,1,1,1,0,1,1
"COG0857",0,0,1,1,0,0,0,1
"COG0858",1,1,1,1,0,1,0,1
"COG0859",0,0,1,1,0,0,2,4
"COG0860",2,2,1,1,0,1,2,6
"COG0861",1,1,1,1,0,2,2,3
"COG0863",0,0,0,0,0,0,1,2
"COG0864",1,0,0,0,0,0,0,0
"COG1001",0,0,0,0,0,0,0,0
"COG1002",0,0,0,0,0,0,0,0
"COG1003",0,1,0,1,0,0,1,1
"COG1004",0,1,0,0,0,0,1,0
"COG1005",1,1,1,1,0,0,1,1
"COG1006",0,0,0,0,0,0,0,0
"COG1007",1,0,1,1,0,1,0,1
"COG1008",1,0,1,1,0,1,0,2
"COG1009",1,1,1,1,1,1,0,1
"COG1010",0,0,0,0,0,0,0,0
"COG1011",1,1,2,1,0,1,2,2
"COG1012",3,1,1,2,0,3,2,6
"COG1013",0,0,0,0,0,0,1,0
"COG1014",0,0,0,0,0,0,0,0
"COG1015",0,1,0,0,0,0,0,1
"COG1017",0,0,0,0,0,0,0,0
"COG1018",0,1,0,0,1,0,0,0
"COG1020",0,0,0,0,0,0,0,0
"COG1021",0,0,0,0,0,0,0,0
"COG1022",0,0,0,0,0,0,0,0
"COG1023",0,0,0,0,0,0,0,0
"COG1024",0,0,0,0,0,0,0,0
"COG1025",0,0,0,0,0,0,0,0
"COG1026",0,0,0,0,0,0,0,0
"COG1027",0,0,0,0,0,0,0,0
"COG1028",3,2,2,3,2,5,11,12
"COG1029",0,0,0,0,0,0,0,0
"COG1030",0,1,0,0,0,0,1,1
"COG1032",0,0,0,0,1,0,1,1
"COG1033",0,0,0,0,0,0,0,0
"COG1034",0,0,0,0,0,0,0,0
"COG1035",0,0,0,0,0,0,0,0
"COG1036",0,0,0,0,0,0,0,0
"COG1038",1,1,0,0,0,1,1,1
"COG1039",1,0,1,1,0,1,0,1
"COG1040",0,1,1,0,0,1,1,1
"COG1041",0,0,0,0,0,0,0,0
"COG1042",0,0,0,0,0,0,0,0
"COG1043",1,1,2,1,1,1,1,2
"COG1044",0,0,1,1,2,1,2,2
"COG1045",0,1,1,2,0,1,0,1
"COG1047",0,0,1,1,0,0,0,0
"COG1048",0,1,1,0,0,0,0,1
"COG1049",0,0,0,0,0,0,0,0
"COG1051",2,2,3,2,1,0,0,1
"COG1052",0,0,0,0,0,1,1,2
"COG1053",1,1,0,1,0,0,1,1
"COG1054",1,0,1,0,0,1,1,0
"COG1055",1,1,1,1,0,0,1,0
"COG1056",0,0,0,0,0,0,0,0
"COG1057",1,1,0,1,0,0,0,1
"COG1058",1,1,0,1,0,0,1,1
"COG1060",0,1,1,1,1,1,1,2
"COG1061",0,1,0,0,0,0,0,0
"COG1062",0,0,0,0,0,0,1,1
"COG1063",0,0,2,3,1,0,3,3
"COG1064",1,0,1,1,0,0,0,0
"COG1066",0,0,0,0,0,0,0,0
"COG1067",0,0,0,0,0,0,0,0
"COG1069",0,0,0,0,0,1,0,0
"COG1070",1,1,3,3,2,1,1,3
"COG1071",0,2,1,1,1,2,1,2
"COG1072",0,0,0,0,0,0,0,0
"COG1073",0,0,0,0,0,0,1,0
"COG1074",1,1,0,0,0,1,0,1
"COG1075",0,1,0,0,0,0,1,0
"COG1076",0,0,0,0,0,0,0,0
"COG1077",1,1,1,1,1,1,1,1
"COG1078",0,0,0,0,0,0,0,0
"COG1079",0,0,0,0,0,0,0,0
"COG1080",1,0,1,1,1,1,0,1
"COG1082",6,7,6,9,3,4,10,11
"COG1083",0,0,0,0,0,0,0,0
"COG1085",0,0,0,0,0,0,0,0
"COG1086",0,0,1,1,0,0,0,0
"COG1087",0,1,1,2,0,1,1,0
"COG1088",1,0,0,0,1,0,0,1
"COG1089",0,1,1,0,0,0,0,2
"COG1090",1,2,1,1,0,1,1,1
"COG1091",0,0,2,1,0,0,0,1
"COG1092",3,2,2,1,0,2,2,2
"COG1098",0,0,0,0,0,0,0,0
"COG1099",1,0,1,1,0,1,0,1
"COG1100",0,0,0,0,0,0,0,1
"COG1101",0,0,0,0,0,0,0,0
"COG1102",0,0,0,0,0,0,0,0
"COG1104",0,1,0,0,0,1,2,2
"COG1105",0,0,0,0,1,1,0,0
"COG1106",0,1,0,0,0,0,0,0
"COG1108",0,2,1,1,0,0,2,3
"COG1109",1,2,2,2,1,2,2,2
"COG1112",0,0,0,0,0,0,0,0
"COG1113",0,0,0,0,0,0,0,0
"COG1114",0,0,0,0,0,0,0,0
"COG1115",0,1,0,0,0,0,0,0
"COG1116",1,0,1,1,0,0,0,0
"COG1117",2,0,1,1,2,0,2,2
"COG1118",0,0,0,0,0,0,0,0
"COG1119",1,0,1,1,0,0,0,1
"COG1120",0,0,1,1,0,0,0,0
"COG1121",0,0,1,1,0,0,1,2
"COG1122",0,0,0,0,1,0,0,0
"COG1123",0,0,0,0,0,0,0,0
"COG1124",0,0,0,0,0,0,0,0
"COG1125",0,0,0,0,0,0,0,0
"COG1126",0,0,0,0,0,0,1,1
"COG1127",0,0,1,2,1,0,2,1
"COG1129",1,0,1,1,1,0,1,3
"COG1131",7,5,6,5,0,4,6,10
"COG1132",2,3,3,3,0,2,2,2
"COG1133",0,0,0,0,0,0,0,0
"COG1134",0,0,0,0,0,1,0,0
"COG1135",0,0,0,0,0,0,0,0
"COG1136",3,3,3,4,2,3,2,4
"COG1137",2,1,1,1,1,0,0,1
"COG1138",0,0,0,0,0,0,0,0
"COG1139",1,0,0,0,0,0,0,0
"COG1140",0,0,0,0,0,0,0,0
"COG1141",1,0,1,0,0,0,1,1
"COG1142",0,0,0,0,0,0,0,0
"COG1143",1,0,1,1,0,0,0,2
"COG1144",0,0,0,0,1,0,1,0
"COG1145",0,0,0,0,0,0,0,0
"COG1146",0,0,0,0,0,0,0,0
"COG1148",0,0,0,0,0,0,0,0
"COG1149",0,0,0,0,0,0,0,0
"COG1150",0,0,0,0,0,0,0,0
"COG1151",0,0,0,0,1,0,0,0
"COG1154",1,1,1,0,1,1,1,1
"COG1155",0,0,0,0,0,0,0,0
"COG1156",0,0,0,0,0,0,0,0
"COG1157",0,0,0,0,0,0,0,0
"COG1158",1,2,0,0,1,0,1,2
"COG1159",1,0,0,0,1,0,0,0
"COG1160",0,1,1,2,1,1,0,1
"COG1161",0,0,0,0,0,0,0,0
"COG1162",1,1,0,0,0,1,0,1
"COG1163",0,0,0,0,0,0,0,0
"COG1164",0,0,0,0,0,0,0,1
"COG1165",1,1,1,1,0,1,0,0
"COG1166",1,1,1,1,0,1,1,1
"COG1167",0,0,0,0,0,0,0,0
"COG1168",1,1,1,0,0,0,0,0
"COG1169",0,0,1,1,0,1,0,0
"COG1171",1,0,0,0,0,0,0,0
"COG1172",2,0,1,1,2,0,1,4
"COG1173",1,1,1,1,0,0,1,1
"COG1174",0,0,0,0,0,0,0,0
"COG1175",0,0,0,0,0,0,0,0
"COG1176",0,1,0,0,0,1,1,0
"COG1177",1,1,0,0,0,1,1,0
"COG1178",0,1,0,0,0,0,0,2
"COG1179",1,1,1,1,0,1,1,1
"COG1180",0,0,0,0,0,0,0,0
"COG1181",0,1,0,0,2,0,1,1
"COG1182",0,0,1,0,0,0,0,0
"COG1183",1,1,1,1,1,1,0,1
"COG1184",0,0,0,0,0,0,0,0
"COG1185",0,1,1,1,1,0,1,1
"COG1186",1,1,1,1,0,0,1,0
"COG1187",2,4,0,1,0,3,2,3
"COG1188",0,0,0,0,0,1,0,0
"COG1189",0,1,1,1,0,1,1,1
"COG1190",0,1,1,1,0,1,1,0
"COG1191",0,0,0,0,0,0,0,0
"COG1192",1,1,2,1,1,2,0,1
"COG1193",0,0,0,0,0,0,0,0
"COG1194",1,0,1,1,1,0,0,1
"COG1195",1,1,1,1,0,0,0,1
"COG1196",1,1,1,1,0,1,1,1
"COG1197",0,0,1,1,0,0,0,1
"COG1198",1,1,0,0,1,2,1,1
"COG1199",1,1,1,1,0,1,1,0
"COG1200",1,1,0,0,0,1,1,1
"COG1201",0,1,0,0,0,0,1,0
"COG1203",0,0,0,0,0,0,0,0
"COG1205",0,0,0,0,0,0,0,0
"COG1206",0,0,0,0,0,0,0,0
"COG1207",0,0,0,0,0,0,0,0
"COG1208",1,0,1,0,1,1,0,1
"COG1209",0,0,0,0,1,0,0,3
"COG1210",0,1,0,0,0,0,0,1
"COG1211",1,1,1,1,0,1,0,1
"COG1212",1,1,1,0,0,0,0,1
"COG1213",0,0,0,0,0,0,0,0
"COG1214",1,1,0,1,0,0,1,1
"COG1215",1,0,0,0,2,1,2,4
"COG1216",0,1,0,0,1,1,0,2
"COG1217",0,1,1,1,1,1,1,1
"COG1218",0,0,0,0,0,0,0,0
"COG1219",1,1,1,0,1,1,1,1
"COG1220",0,0,0,0,0,0,0,0
"COG1221",0,0,0,0,0,0,0,0
"COG1222",0,0,0,0,0,0,0,0
"COG1225",5,4,3,6,0,3,6,4
"COG1226",0,0,0,0,0,0,0,0
"COG1227",1,1,1,0,0,2,1,0
"COG1228",0,0,0,0,0,0,1,0
"COG1229",0,0,0,0,0,0,0,0
"COG1230",0,0,0,0,0,0,0,0
"COG1231",0,0,0,0,0,0,0,0
"COG1232",0,0,1,1,0,0,0,0
"COG1233",0,0,2,1,0,2,0,3
"COG1234",0,0,0,0,0,0,0,0
"COG1235",1,1,2,2,1,1,3,3
"COG1236",2,2,1,1,0,0,0,2
"COG1237",0,0,0,0,0,0,0,0
"COG1238",0,0,0,0,0,0,0,0
"COG1239",0,0,0,0,0,0,0,0
"COG1240",0,0,1,1,0,1,1,1
"COG1242",0,0,0,0,0,0,0,0
"COG1243",0,0,0,0,0,0,0,0
"COG1244",0,0,0,0,0,0,0,0
"COG1246",2,1,0,0,1,1,1,1
"COG1247",0,0,1,1,0,0,1,0
"COG1249",0,1,0,1,1,1,2,2
"COG1250",0,0,0,0,0,0,0,0
"COG1251",0,0,0,0,0,0,0,0
"COG1252",1,1,0,0,0,0,0,1
"COG1253",2,2,2,2,3,2,1,3
"COG1254",1,0,1,1,0,0,0,0
"COG1256",0,0,0,0,0,0,0,0
"COG1257",0,0,0,0,0,0,0,0
"COG1259",0,1,1,0,0,1,1,0
"COG1260",0,0,0,0,0,0,0,0
"COG1261",0,0,0,0,0,0,0,0
"COG1262",3,2,1,1,4,1,2,7
"COG1263",0,0,0,0,0,0,0,0
"COG1264",0,0,0,0,0,0,0,0
"COG1266",1,0,0,0,0,0,0,1
"COG1267",0,0,1,1,1,0,0,0
"COG1268",0,0,0,0,0,0,0,0
"COG1269",0,0,0,0,0,0,0,0
"COG1270",0,0,0,0,0,0,0,0
"COG1271",0,0,0,0,0,0,0,0
"COG1272",0,0,0,0,0,0,0,0
"COG1273",0,0,0,0,0,0,0,0
"COG1274",1,1,0,0,1,0,0,1
"COG1275",0,0,0,0,0,0,0,0
"COG1276",0,0,0,0,0,0,0,0
"COG1277",1,2,2,1,0,2,2,3
"COG1278",0,0,0,0,0,0,0,0
"COG1279",0,0,0,0,0,0,0,0
"COG1280",1,0,1,1,0,0,0,0
"COG1281",0,0,0,0,1,0,0,1
"COG1282",0,0,0,0,0,0,0,1
"COG1283",0,0,0,0,0,0,0,0
"COG1284",0,0,0,0,0,0,0,0
"COG1285",0,0,0,0,1,0,0,0
"COG1286",0,0,0,0,1,0,0,0
"COG1287",0,0,0,0,0,0,0,0
"COG1288",0,0,0,0,0,0,0,0
"COG1289",0,0,0,0,0,0,0,0
"COG1290",0,0,0,0,0,0,0,0
"COG1291",0,0,0,0,0,0,0,0
"COG1292",0,0,0,0,0,0,0,0
"COG1293",0,0,0,0,0,0,0,0
"COG1294",0,0,0,0,0,0,0,0
"COG1295",0,0,0,0,1,1,0,1
"COG1296",0,0,0,0,0,0,0,0
"COG1297",0,0,0,0,0,0,0,0
"COG1298",0,0,0,0,0,0,0,0
"COG1299",0,0,0,0,0,0,0,0
"COG1300",1,0,0,0,0,0,0,1
"COG1301",1,0,0,1,0,1,1,1
"COG1302",0,0,0,0,0,0,0,0
"COG1304",0,1,0,0,0,0,0,0
"COG1305",1,2,0,0,0,0,2,2
"COG1306",0,0,0,0,0,0,0,0
"COG1307",0,0,0,0,0,0,0,0
"COG1309",3,0,1,1,1,2,0,0
"COG1310",0,0,0,0,0,0,0,0
"COG1312",0,0,0,0,0,0,0,0
"COG1313",0,0,0,0,0,0,0,0
"COG1314",1,0,1,1,1,1,1,1
"COG1315",0,0,0,0,0,0,0,0
"COG1316",0,0,0,0,0,0,0,0
"COG1317",0,0,0,0,0,0,0,0
"COG1319",0,0,0,0,0,0,0,0
"COG1320",0,0,0,0,0,0,0,0
"COG1321",1,1,0,0,1,1,0,2
"COG1322",0,1,1,1,1,1,0,1
"COG1324",0,1,1,1,0,1,1,1
"COG1327",0,0,1,1,1,1,1,0
"COG1328",0,0,0,0,0,0,0,0
"COG1329",0,0,0,0,0,0,0,0
"COG1330",0,0,0,0,0,0,0,0
"COG1331",1,1,1,1,0,1,1,0
"COG1332",0,0,0,0,0,0,0,0
"COG1333",0,0,0,0,0,0,0,0
"COG1334",0,0,0,0,0,0,0,0
"COG1335",0,0,0,1,0,0,0,0
"COG1336",0,0,0,0,0,0,0,0
"COG1337",0,0,0,0,0,0,0,0
"COG1338",0,0,0,0,0,0,0,0
"COG1340",0,0,0,0,0,0,0,0
"COG1342",0,0,0,0,0,0,0,0
"COG1343",0,0,0,0,0,0,0,0
"COG1344",0,0,0,0,0,0,0,0
"COG1345",0,0,0,0,0,0,0,0
"COG1346",0,0,0,0,0,0,0,0
"COG1347",0,0,0,0,0,0,0,0
"COG1348",0,0,0,0,0,0,0,0
"COG1349",1,1,1,1,0,2,0,1
"COG1350",0,0,0,0,0,0,0,0
"COG1351",0,0,0,0,0,0,0,0
"COG1352",0,0,0,0,0,0,0,0
"COG1353",0,0,0,0,0,0,0,0
"COG1354",1,1,1,1,0,1,1,1
"COG1355",0,0,0,0,0,0,0,0
"COG1357",0,0,0,0,0,0,0,0
"COG1359",1,0,0,0,0,0,0,2
"COG1360",0,0,0,0,0,0,0,1
"COG1361",0,0,0,0,0,0,0,0
"COG1362",0,0,0,0,0,0,0,0
"COG1363",2,0,2,0,1,1,0,1
"COG1364",0,0,1,1,0,0,1,1
"COG1366",1,1,0,0,1,1,0,1
"COG1368",0,0,0,0,0,0,0,0
"COG1371",0,0,0,0,0,0,0,0
"COG1372",0,0,0,0,0,0,0,0
"COG1373",0,7,0,0,2,2,0,0
"COG1376",1,1,0,0,0,1,3,1
"COG1377",0,0,0,0,0,0,0,0
"COG1378",0,0,0,0,0,0,0,0
"COG1379",0,0,0,0,0,0,0,0
"COG1380",0,0,0,0,0,0,0,0
"COG1381",0,0,0,0,0,0,0,0
"COG1384",0,0,0,0,0,0,0,1
"COG1385",0,1,1,2,1,1,0,1
"COG1386",1,1,1,1,0,0,0,1
"COG1387",1,2,0,0,0,1,1,1
"COG1388",0,0,0,0,1,0,1,1
"COG1389",0,0,0,0,0,0,0,0
"COG1390",0,0,0,0,0,0,0,0
"COG1391",0,0,0,0,0,0,0,0
"COG1392",1,0,1,1,0,0,1,0
"COG1393",1,0,0,0,0,1,0,0
"COG1394",0,0,0,0,0,0,0,0
"COG1396",0,0,0,0,0,0,0,0
"COG1397",1,0,0,1,0,1,1,0
"COG1398",1,2,2,3,0,1,0,0
"COG1399",0,0,0,0,1,1,1,1
"COG1401",0,0,0,0,0,0,0,0
"COG1402",0,0,0,0,0,0,2,2
"COG1403",1,1,1,1,0,1,0,1
"COG1404",0,0,0,0,0,2,0,0
"COG1406",0,0,0,0,0,0,0,0
"COG1407",0,2,0,0,0,0,1,0
"COG1408",0,0,1,1,1,0,0,2
"COG1409",0,0,0,1,0,0,2,0
"COG1410",0,0,1,0,0,1,1,1
"COG1411",0,0,0,0,0,0,0,0
"COG1413",0,1,1,1,1,0,0,2
"COG1414",0,0,0,1,0,0,0,1
"COG1416",0,0,0,0,0,0,0,0
"COG1418",0,0,1,1,1,0,0,0
"COG1419",0,0,0,0,0,0,0,0
"COG1420",0,0,0,0,0,0,0,0
"COG1421",0,0,0,0,0,0,0,0
"COG1426",0,0,0,0,0,0,0,1
"COG1427",0,0,0,0,0,0,0,1
"COG1428",0,0,0,0,0,0,0,0
"COG1429",0,0,0,0,0,0,0,0
"COG1430",0,0,1,1,1,0,0,0
"COG1432",0,0,0,1,0,0,1,2
"COG1433",0,0,0,0,0,0,0,0
"COG1434",0,0,0,0,0,0,0,1
"COG1435",0,0,0,0,0,0,0,0
"COG1436",0,0,0,0,0,0,0,0
"COG1437",0,0,0,0,0,0,0,0
"COG1438",0,0,0,0,0,0,0,0
"COG1441",0,1,0,0,0,1,0,0
"COG1442",0,0,0,0,0,0,0,0
"COG1443",0,0,0,1,0,0,0,0
"COG1445",0,0,0,0,0,0,0,0
"COG1446",0,0,0,0,0,0,0,0
"COG1448",0,0,0,0,0,0,0,0
"COG1449",0,0,0,0,0,0,0,1
"COG1450",1,1,1,1,0,3,0,1
"COG1451",0,0,1,1,0,0,0,0
"COG1452",0,1,1,0,1,0,0,1
"COG1453",0,0,0,0,2,0,0,1
"COG1454",0,1,0,0,1,0,1,1
"COG1455",0,0,0,0,0,0,0,0
"COG1456",0,0,0,0,0,0,0,0
"COG1457",0,1,0,0,0,0,0,0
"COG1459",2,2,1,0,1,2,2,3
"COG1461",0,0,0,0,0,0,0,0
"COG1462",0,0,0,0,0,0,0,0
"COG1463",1,0,1,1,1,0,1,1
"COG1464",0,0,0,0,0,0,0,0
"COG1466",1,1,2,0,1,1,1,1
"COG1468",0,0,0,0,0,0,0,0
"COG1469",1,0,2,0,0,1,1,1
"COG1470",0,0,0,0,0,0,0,0
"COG1472",0,0,0,1,1,0,1,1
"COG1473",0,0,0,0,0,0,1,0
